"ANONID" "SUBJECT" "CATALOG_NBR" "GRD_PTS_PER_UNIT" "GPAO" "DIV" "ANON_INSTR_ID" "TERM" "MAJOR3_DESCR" "MAJOR2_DESCR" "MAJOR1_DESCR" "HSGPA" "LAST_ACT_ENGL_SCORE" "LAST_ACT_MATH_SCORE" "LAST_ACT_READ_SCORE" "LAST_ACT_SCIRE_SCORE" "LAST_ACT_COMP_SCORE" "LAST_SATI_VERB_SCORE" "LAST_SATI_MATH_SCORE" "LAST_SATI_TOTAL_SCORE" "SEX" "STDNT_GROUP1" "STDNT_GROUP2" "MAJOR1_DEPT" "MAJOR2_DEPT" "MAJOR3_DEPT" "ADMIT_TERM" "MAJOR1_TERM" "MAJOR2_TERM" "MAJOR3_TERM"
"143" 1923 "STATS" 250 4 4 "S" 386 130 NA NA NA 3.7 34 34 31 27 31 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"144" 1929 "STATS" 250 3.3 3.82413793103448 "S" 1260 122 NA NA "Performance BMus" 3.9 22 27 NA NA 24 380 660 1040 "F" NA NA "School of Music, Theatre and Dance" NA NA 118 131 NA NA
"145" 1959 "STATS" 250 2 2.83409090909091 "S" 386 130 NA NA NA 4 32 35 35 29 33 NA NA NA "M" NA NA NA NA NA 122 NA NA NA
"146" 1978 "STATS" 250 3.7 3.4406779661017 "S" 386 130 NA NA "Neuroscience BS" 3.9 27 28 29 27 28 660 690 1350 "F" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 122 135 NA NA
"147" 1980 "STATS" 250 3 3.11833333333333 "S" 1802 122 NA NA "Environment BS" 0 27 31 30 30 30 710 660 1370 "F" NA NA "Program in the Environment" NA NA 132 126 NA NA
"148" 2045 "STATS" 250 1.7 3.1547619047619 "S" 386 123 NA NA "Biopsych, Cognit & Neurosci BA" 4 26 29 26 27 27 530 640 1170 "F" NA NA "Psychology Department" NA NA 118 131 NA NA
"149" 2061 "STATS" 250 3 2.69306930693069 "S" 1260 126 NA NA "Informatics BA" 3.2 27 30 NA NA 26 560 660 1220 "M" NA NA "Statistics Department" NA NA 117 131 NA NA
"150" 2066 "STATS" 250 4 3.36896551724138 "S" 1260 130 NA NA NA 4 30 33 NA NA 31 630 790 1420 "M" NA NA NA NA NA 130 NA NA NA
"151" 2083 "STATS" 250 2.7 3.28275862068966 "S" 1260 135 NA NA NA 3.5 32 23 24 25 26 550 450 1000 "M" "E" NA NA NA NA 130 NA NA NA
"152" 2088 "STATS" 250 3.7 3.82692307692308 "S" 386 123 NA NA "Business Administration BBA" 3.9 33 31 27 30 30 500 750 1250 "F" NA NA "School of Business Administration" NA NA 122 135 NA NA
"153" 2107 "STATS" 250 2.7 3.0952380952381 "S" 1260 127 NA NA NA 4 28 29 30 25 28 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"154" 2113 "STATS" 250 4 3.77543859649123 "S" 386 123 NA NA "Public Policy BA" 3.97 34 30 31 31 31 NA NA NA "F" NA NA "School Of Public Policy" NA NA 118 131 NA NA
"155" 2118 "STATS" 250 4 3.976 "S" 386 118 NA "Neuroscience BS" "Italian BS" 4 30 31 30 34 32 NA NA NA "M" NA "G" "Romance Languages Department" "Molecular, Cellular, and Developmental Biology" NA 114 127 127 NA
"156" 2119 "STATS" 250 3.3 3.43333333333333 "S" 1802 127 NA NA "Psychology BA" 3.7 24 32 NA NA 29 620 690 1310 "F" NA NA "Psychology Department" NA NA 122 135 NA NA
"157" 2155 "STATS" 250 4 3.91923076923077 "S" 1260 119 NA NA "Business Administration BBA" 3.9 34 34 NA NA 32 750 760 1510 "M" NA "G" "School of Business Administration" NA NA 118 131 NA NA
"158" 2163 "STATS" 250 3.7 3.63770491803279 "S" 386 118 NA NA "Neuroscience BS" 3.8 27 35 NA NA 32 690 770 1460 "F" NA "G" "Molecular, Cellular, and Developmental Biology" NA NA 114 126 NA NA
"159" 2179 "STATS" 250 2.7 2.59767441860465 "S" 386 135 NA NA NA NA 31 32 23 30 29 NA NA NA "M" NA NA NA NA NA NA NA NA NA
"160" 2198 "STATS" 250 3 3.46585365853659 "S" 386 122 NA NA "Psychology BA" 3.9 31 28 31 29 30 NA NA NA "F" NA NA "Psychology Department" NA NA 118 131 NA NA
"161" 2207 "STATS" 250 3 3.06301369863014 "S" 386 127 NA NA "Biopsych, Cognit & Neurosci BS" 3.8 21 27 24 30 26 NA NA NA "M" NA NA "Psychology Department" NA NA 122 135 NA NA
"162" 2209 "STATS" 250 3.3 3.152 "S" 1260 118 NA NA "Psychology BA" 3.8 33 33 NA NA 30 670 630 1300 "F" NA NA "Psychology Department" NA NA 118 131 NA NA
"163" 2226 "STATS" 250 2.3 3.00232558139535 "S" 386 126 NA NA NA 3.9 27 25 25 25 26 NA NA NA "M" NA NA NA NA NA 118 NA NA NA
"164" 2267 "STATS" 250 0 2.2125 "S" 386 122 NA NA "Psychology BA" 3.7 35 33 NA NA 31 690 800 1490 "M" NA NA "Psychology Department" NA NA 110 135 NA NA
"165" 2267 "STATS" 250 2 2.47733333333333 "S" 1260 119 NA NA "Psychology BA" 3.7 35 33 NA NA 31 690 800 1490 "M" NA NA "Psychology Department" NA NA 110 135 NA NA
"166" 2270 "STATS" 250 3.7 2.5 "S" 386 118 NA NA "Sociology BA" 3.9 24 27 30 29 28 NA NA NA "F" NA NA "Sociology Department" NA NA 110 122 NA NA
"167" 2279 "STATS" 250 3.7 3.3025641025641 "S" 386 123 NA NA "Neuroscience BS" 3.97 24 26 24 25 25 NA NA NA "M" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 118 131 NA NA
"168" 2294 "STATS" 250 4 4 "S" 386 134 NA NA NA 4 35 35 35 36 35 790 800 1590 "F" NA NA NA NA NA 130 NA NA NA
"169" 2325 "STATS" 250 3 3.33243243243243 "S" 1446 134 NA NA NA 3.9 32 27 31 26 29 NA NA NA "F" "C" NA NA NA NA 134 NA NA NA
"170" 2331 "STATS" 250 2.3 3.36279069767442 "S" 1260 119 NA "History BA" "English BA" 3.9 23 26 32 27 27 NA NA NA "F" NA NA "English Language & Literature Dept" "History Department" NA 110 125 125 NA
"171" 2369 "STATS" 250 4 3.51702127659574 "S" 386 127 NA "Program in Entrepreneurship" "Computer Science BS" 3.8 24 29 35 29 30 600 610 1210 "M" NA NA "Program In Computer Science" "CoE Ctr for Entrepreneurship" NA 122 135 135 NA
"172" 2385 "STATS" 250 3.7 3.46296296296296 "S" 386 131 NA NA NA 3.9 34 32 34 29 32 NA NA NA "F" NA "G" NA NA NA 126 NA NA NA
"173" 2389 "STATS" 250 0.7 2.31111111111111 "S" 1446 135 NA NA NA 0 27 27 34 28 29 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"174" 2389 "STATS" 250 0.7 2.33545454545455 "S" 386 131 NA NA NA 0 27 27 34 28 29 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"175" 2389 "STATS" 250 1.7 2.53636363636364 "S" 1260 130 NA NA NA 0 27 27 34 28 29 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"176" 2390 "STATS" 250 3.3 3.35394736842105 "S" 386 135 NA NA NA 3.9 27 27 34 24 28 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"177" 2391 "STATS" 250 3 3.73823529411765 "S" 1446 135 NA NA NA 0 25 26 26 24 26 NA NA NA "F" NA NA NA NA NA 135 NA NA NA
"178" 2395 "STATS" 250 1.7 2.36888888888889 "S" 1802 122 NA NA "Political Science BA" 3.9 24 24 24 23 24 NA NA NA "F" NA NA "Political Science Department" NA NA 118 131 NA NA
"179" 2405 "STATS" 250 2.3 3.28571428571429 "S" 386 118 NA "Economics BA" "International Studies BA" 3.5 30 29 29 27 29 NA NA NA "F" NA NA "International Institute" "Economics Department" NA 114 127 127 NA
"180" 2431 "STATS" 250 4 3.9 "S" 386 118 NA "Psychology BA" "Sociology BA" 3.9 32 27 28 27 28 650 590 1240 "F" NA NA "Sociology Department" "Psychology Department" NA 110 127 127 NA
"181" 2464 "STATS" 250 2.3 3.8 "S" 1260 118 NA NA "Communication BA" 3.3 30 31 30 29 30 NA NA NA "F" NA NA "Communication Studies" NA NA 114 127 NA NA
"182" 2468 "STATS" 250 3.3 3.59821428571429 "S" 1802 127 NA NA "Public Policy BA" 3.9 27 27 29 29 28 670 490 1160 "F" NA NA "School Of Public Policy" NA NA 122 135 NA NA
"183" 2470 "STATS" 250 3 2.94390243902439 "S" 1802 123 NA NA "Biopsych, Cognit & Neurosci BS" 3.7 34 31 NA NA 31 620 700 1320 "F" NA NA "Psychology Department" NA NA 122 135 NA NA
"184" 2483 "STATS" 250 2.7 3.775 "S" 71 135 NA NA NA 4 31 29 NA NA 30 750 690 1440 "M" NA "G" NA NA NA 126 NA NA NA
"185" 2503 "STATS" 250 3 3.2 "S" 1260 134 NA NA NA 3.7 24 34 NA NA 27 600 750 1350 "F" NA NA NA NA NA 130 NA NA NA
"186" 2529 "STATS" 250 3.3 3.63614457831325 "S" 1260 118 NA NA "Psychology BA" 3.6 33 35 33 29 32 680 760 1440 "M" NA NA "Psychology Department" NA NA 118 131 NA NA
"187" 2535 "STATS" 250 3.7 3.6 "S" 386 131 NA NA NA 3.9 32 30 34 30 32 800 690 1490 "F" NA "G" NA NA NA 126 NA NA NA
"188" 2540 "STATS" 250 2 3.51111111111111 "S" 1260 126 NA NA "Psychology BA" 0 32 25 33 24 28 NA NA NA "F" NA NA "Psychology Department" NA NA 122 135 NA NA
"189" 2551 "STATS" 250 2.7 3.03243243243243 "S" 1260 119 NA NA "General Studies BGS" 0 25 25 23 23 24 580 590 1170 "M" NA NA "College of Literature, Science, and the Arts" NA NA 122 127 NA NA
"190" 2585 "STATS" 250 3.4 3.82 "S" 386 118 NA NA "Organizational Studies BA" 3.7 30 30 25 31 29 NA NA NA "F" NA "G" "Organizational Studies" NA NA 114 127 NA NA
"191" 2617 "STATS" 250 3 3.14090909090909 "S" 386 134 NA NA NA 3.8 33 25 34 26 29 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"192" 2633 "STATS" 250 2.7 3.35733333333333 "S" 1260 123 NA NA "Environment BS" 3.6 34 31 33 31 32 610 680 1290 "M" NA NA "Program in the Environment" NA NA 118 131 NA NA
"193" 2634 "STATS" 250 4 3.95573770491803 "S" 386 131 NA NA NA 4 34 35 NA NA 34 760 800 1560 "F" NA NA NA NA NA 130 NA NA NA
"194" 2635 "STATS" 250 4 3.95555555555556 "S" 1446 134 NA NA NA 4 35 34 34 32 34 NA NA NA "M" NA NA NA NA NA 134 NA NA NA
"195" 2662 "STATS" 250 3.7 3.72307692307692 "S" 386 135 NA NA NA 3.9 27 25 31 29 28 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"196" 2671 "STATS" 250 4 3.98392857142857 "S" 386 118 "Mathematics BS" "Economics BS" "Statistics BS" 0 25 30 NA NA 30 570 710 1280 "F" NA NA "Statistics Department" "Economics Department" "Mathematics Department" 114 126 126 126
"197" 2682 "STATS" 250 4 3.98064516129032 "S" 1802 122 NA NA "Neuroscience BS" 4 31 33 31 30 32 670 690 1360 "F" NA "G" "Molecular, Cellular, and Developmental Biology" NA NA 122 131 NA NA
"198" 2684 "STATS" 250 3.3 3.6025 "S" 1260 123 NA NA "International Studies BA" 3.9 33 24 NA NA 30 650 660 1310 "F" NA NA "International Institute" NA NA 118 131 NA NA
"199" 2703 "STATS" 250 3 3.34444444444444 "S" 1260 135 NA NA NA 3.8 30 29 28 25 28 NA NA NA "M" NA NA NA NA NA 134 NA NA NA
"200" 2709 "STATS" 250 3.3 3.47142857142857 "S" 386 127 NA NA NA 3.6 35 34 36 32 35 NA NA NA "F" NA "G" NA NA NA 126 NA NA NA
"201" 2712 "STATS" 250 0.7 3 "S" 386 131 NA NA NA 3.9 27 23 25 26 25 530 600 1130 "F" "E" "D" NA NA NA 125 NA NA NA
"202" 2722 "STATS" 250 3.3 2.5125 "S" 1260 123 NA NA "General Biology BS" 0 29 27 24 21 26 NA NA NA "F" NA NA "Biology Department" NA NA 119 130 NA NA
"203" 2723 "STATS" 250 2 2.976 "S" 1260 126 NA NA NA 3.6 22 23 26 26 25 NA NA NA "F" NA NA NA NA NA 122 NA NA NA
"204" 2741 "STATS" 250 4 3.91724137931034 "S" 1260 135 NA NA NA 3.9 33 32 29 30 31 NA NA NA "F" NA NA NA NA NA 134 NA NA NA
"205" 2742 "STATS" 250 3.3 3.12758620689655 "S" 386 119 NA "Computer Science BS" "Biopsych, Cognit & Neurosci BS" 0 24 29 32 30 29 NA NA NA "M" NA NA "Psychology Department" "Program In Computer Science" NA 119 134 134 NA
"206" 2768 "STATS" 250 3.3 3.37538461538462 "S" 386 118 NA NA "Business Administration BBA" 3.9 31 29 26 27 29 650 660 1310 "F" NA NA "School of Business Administration" NA NA 118 131 NA NA
"207" 2769 "STATS" 250 4 3.56511627906977 "S" 1802 122 NA NA "Computer Science BS" 3.6 27 33 30 32 31 640 790 1430 "M" NA NA "Program In Computer Science" NA NA 118 134 NA NA
"208" 2786 "STATS" 250 1.7 2.27272727272727 "S" 71 130 NA NA NA 3.4 28 26 28 23 26 570 600 1170 "M" "B" "E" NA NA NA 118 NA NA NA
"209" 2786 "STATS" 250 0 2.72857142857143 "S" 386 127 NA NA NA 3.4 28 26 28 23 26 570 600 1170 "M" "B" "E" NA NA NA 118 NA NA NA
"210" 2787 "STATS" 250 2.7 3.25897435897436 "S" 386 122 NA "Political Science BA" "Psychology BA" 4 29 26 24 24 26 620 590 1210 "F" NA NA "Psychology Department" "Political Science Department" NA 114 127 127 NA
"211" 2812 "STATS" 250 3.7 3.49277108433735 "S" 71 135 NA NA NA 3.9 35 31 34 28 32 NA NA NA "F" NA NA NA NA NA 134 NA NA NA
"212" 2823 "STATS" 250 3.7 3.47115384615385 "S" 386 130 NA NA NA 3.9 26 31 28 25 28 570 610 1180 "M" NA NA NA NA NA 122 NA NA NA
"213" 2877 "STATS" 250 0.7 2.48476190476191 "S" 1260 127 NA NA "AfroAmerican & African St BS" 3.6 28 26 30 20 26 NA NA NA "M" NA NA "Department of Afro-American and African Studies" NA NA 114 131 NA NA
"214" 2945 "STATS" 250 3.3 3.13333333333333 "S" 386 122 NA NA "Economics BA" 3.76 32 34 34 30 33 NA NA NA "M" NA NA "Economics Department" NA NA 118 131 NA NA
"215" 2964 "STATS" 250 4 3.88666666666667 "S" 386 126 NA NA NA 4 27 30 25 25 27 NA NA NA "M" "E" NA NA NA NA 126 NA NA NA
"216" 2967 "STATS" 250 3.3 3.6741935483871 "S" 386 126 NA "Psychology BA" "Linguistics BA" 3.7 27 27 24 19 24 NA NA NA "F" NA NA "Department of Linguistics" "Psychology Department" NA 122 135 135 NA
"217" 2968 "STATS" 250 0 2.78809523809524 "S" 1260 119 NA NA "Biopsych, Cognit & Neurosci BS" 3.7 25 30 NA NA 27 540 650 1190 "F" NA NA "Psychology Department" NA NA 118 131 NA NA
"218" 2974 "STATS" 250 1.7 2.74477611940299 "S" 386 131 NA NA NA 3.7 35 29 33 34 33 660 650 1310 "F" NA NA NA NA NA 126 NA NA NA
"219" 2996 "STATS" 250 3.7 3.31923076923077 "S" 386 131 NA NA NA 3.8 34 26 NA NA 30 730 640 1370 "F" NA NA NA NA NA 126 NA NA NA
"220" 3007 "STATS" 250 4 3.68918918918919 "S" 386 127 NA NA "Psychology BA" 3.8 33 26 31 26 29 680 550 1230 "F" NA NA "Psychology Department" NA NA 122 135 NA NA
"221" 3015 "STATS" 250 3 2.90625 "S" 1260 123 NA "Political Science BA" "Economics BA" 3.9 24 30 24 26 26 NA NA NA "M" NA NA "Economics Department" "Political Science Department" NA 122 135 135 NA
"222" 3030 "STATS" 250 3.7 3.63378378378378 "S" 386 122 NA NA NA 3.98 36 33 33 32 33 NA NA NA "F" NA "G" NA NA NA 118 NA NA NA
"223" 3039 "STATS" 250 1.7 3.03157894736842 "S" 71 135 NA NA NA 3.9 31 22 33 32 29 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"224" 3042 "STATS" 250 3.7 3.95 "S" 1260 135 NA NA NA 3.9 31 29 24 25 27 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"225" 3071 "STATS" 250 3.7 3.64615384615385 "S" 386 126 NA NA "Informatics BS" 0 35 30 35 35 34 750 760 1510 "M" NA NA "Statistics Department" NA NA 122 131 NA NA
"226" 3110 "STATS" 250 3 3.55555555555556 "S" 386 127 NA NA "Nursing BS Fresh" 3.8 27 31 29 25 28 NA NA NA "M" NA NA "School Of Nursing" NA NA 122 135 NA NA
"227" 3130 "STATS" 250 4 3.21304347826087 "S" 1260 118 NA NA "Neuroscience BS" 4 34 32 32 29 32 NA NA NA "F" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 114 129 NA NA
"228" 3144 "STATS" 250 3 3.73571428571429 "S" 386 135 NA NA NA 4 32 29 32 31 31 NA NA NA "F" "F" NA NA NA NA 130 NA NA NA
"229" 3153 "STATS" 250 2 3.11153846153846 "S" 1260 118 NA NA "Psychology BS" 4 33 27 31 27 29 NA NA NA "F" NA NA "Psychology Department" NA NA 110 123 NA NA
"230" 3176 "STATS" 250 2 2.42658227848101 "S" 386 134 NA NA "Sociology BA" 3.1 14 18 20 19 18 NA NA NA "M" "E" "D" "Sociology Department" NA NA 121 135 NA NA
"231" 3180 "STATS" 250 3.3 2.64565217391304 "S" 1802 126 NA NA NA 0 17 23 NA NA 26 520 520 1040 "M" NA NA NA NA NA 126 NA NA NA
"232" 3224 "STATS" 250 3.3 3.695 "S" 1260 135 NA NA NA 3.8 31 25 33 26 29 640 580 1220 "F" NA NA NA NA NA 130 NA NA NA
"233" 3228 "STATS" 250 2.7 3.18888888888889 "S" 71 135 NA NA NA 3.9 34 36 36 36 36 650 760 1410 "M" NA NA NA NA NA 134 NA NA NA
"234" 3254 "STATS" 250 3 3.92222222222222 "S" 71 135 NA NA NA 4 32 30 34 28 31 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"235" 3281 "STATS" 250 4 3.66666666666667 "S" 1260 131 NA NA NA 3.9 32 28 31 33 31 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"236" 3285 "STATS" 250 3.3 3.308 "S" 1260 122 NA NA "Psychology BA" 3.9 29 29 24 26 27 570 640 1210 "F" NA NA "Psychology Department" NA NA 118 131 NA NA
"237" 3289 "STATS" 250 2 2.425 "S" 1260 127 NA NA NA 3.7 35 28 NA NA 33 680 770 1450 "M" NA NA NA NA NA 122 NA NA NA
"238" 3290 "STATS" 250 1 3.46666666666667 "S" 386 123 NA NA "Political Science BA" 0 17 20 17 20 18 NA NA NA "M" NA NA "Political Science Department" NA NA 122 131 NA NA
"239" 3298 "STATS" 250 4 3.50175438596491 "S" 1260 131 NA NA NA 3.6 34 34 34 28 33 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"240" 3325 "STATS" 250 3.7 3.43953488372093 "S" 1260 126 NA NA NA 0 NA NA NA NA NA NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"241" 3332 "STATS" 250 4 3.44736842105263 "S" 1802 127 NA NA "Movement Science BS" 0 26 28 26 25 27 NA NA NA "M" NA NA "School Of Kinesiology" NA NA 126 135 NA NA
"242" 3341 "STATS" 250 3.7 3.52708333333333 "S" 71 134 NA NA NA 3.4 27 29 NA NA 30 610 690 1300 "M" NA NA NA NA NA 130 NA NA NA
"243" 3349 "STATS" 250 1.3 2.17083333333333 "S" 1260 123 NA NA "Psychology BA" 3.9 24 22 28 22 24 NA NA NA "F" "E" NA "Psychology Department" NA NA 122 135 NA NA
"244" 3369 "STATS" 250 3.7 3.65652173913043 "S" 71 131 NA NA "English BA" 3.8 33 30 25 28 29 NA NA NA "F" NA NA "English Language & Literature Dept" NA NA 122 135 NA NA
"245" 3386 "STATS" 250 3.3 3.76538461538462 "S" 1260 119 NA NA "Political Science BA" 3.7 30 22 30 32 28 NA NA NA "M" NA NA "Political Science Department" NA NA 110 126 NA NA
"246" 3387 "STATS" 250 3 3.21521739130435 "S" 386 130 NA NA NA 3.9 25 32 29 28 28 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"247" 3389 "STATS" 250 1.7 2.56538461538462 "S" 1260 118 NA NA NA 3.8 19 27 22 24 23 NA NA NA "F" "E" "D" NA NA NA 114 NA NA NA
"248" 3394 "STATS" 250 2 3.22416666666667 "S" 1260 134 NA NA NA 3.7 27 22 35 27 28 NA NA NA "M" "E" NA NA NA NA 130 NA NA NA
"249" 3416 "STATS" 250 2.7 2.87846153846154 "S" 1260 131 NA NA NA 3.5 24 27 25 23 25 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"250" 3429 "STATS" 250 0 3.51702127659574 "S" 1260 118 NA NA NA 4 24 26 24 27 25 NA NA NA "F" NA NA NA NA NA 110 NA NA NA
"251" 3446 "STATS" 250 3.3 3.25925925925926 "S" 71 134 NA NA NA 3.9 32 30 33 36 33 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"252" 3451 "STATS" 250 4 3.624 "S" 1802 126 NA NA NA 3.9 30 34 32 36 33 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"253" 3452 "STATS" 250 4 3.64925373134328 "S" 71 134 NA NA NA 3.9 34 33 36 35 34 NA NA NA "M" NA "G" NA NA NA 134 NA NA NA
"254" 3453 "STATS" 250 2.7 3.21276595744681 "S" 1260 118 NA NA "Political Science BA" 3.9 28 25 35 25 28 NA NA NA "M" NA NA "Political Science Department" NA NA 114 127 NA NA
"255" 3461 "STATS" 250 3.7 3.7875 "S" 1260 127 NA NA NA 3.7 34 29 32 26 31 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"256" 3467 "STATS" 250 4 3.45 "S" 1260 134 NA NA NA 4 25 27 30 25 27 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"257" 3475 "STATS" 250 2.7 3.13103448275862 "S" 1260 135 NA NA NA 3.7 32 30 32 25 30 NA NA NA "F" NA NA NA NA NA 134 NA NA NA
"258" 3477 "STATS" 250 3.3 3.42727272727273 "S" 1802 127 NA NA "Public Policy BA" 0 31 32 34 32 32 NA NA NA "M" NA "G" "School Of Public Policy" NA NA 126 130 NA NA
"259" 3481 "STATS" 250 3.7 3.53777777777778 "S" 1260 119 NA NA "Education Elem ABEd" 4 24 23 21 21 23 NA NA NA "F" "E" NA "School Of Education" NA NA 114 127 NA NA
"260" 3495 "STATS" 250 3.7 3.24838709677419 "S" 1260 118 NA NA "Sport Management BA" 0 25 28 29 29 28 600 650 1250 "M" NA NA "School Of Kinesiology" NA NA 118 127 NA NA
"261" 3527 "STATS" 250 3.3 3.53846153846154 "S" 1260 118 NA NA "Communication BA" 3.7 28 33 32 31 31 NA NA NA "F" NA NA "Communication Studies" NA NA 114 127 NA NA
"262" 3535 "STATS" 250 3.7 4 "S" 386 135 NA NA NA 4 32 28 33 26 30 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"263" 3543 "STATS" 250 3.3 3.19761904761905 "S" 386 127 NA NA "Neuroscience BS" 3.9 28 34 31 25 30 NA NA NA "F" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 122 135 NA NA
"264" 3544 "STATS" 250 3 3.44615384615385 "S" 386 131 NA NA NA 3.9 30 25 32 27 29 580 650 1230 "F" NA NA NA NA NA 126 NA NA NA
"265" 3551 "STATS" 250 3.7 3.508 "S" 1446 135 NA NA NA 3.8 35 33 NA NA 33 710 750 1460 "M" NA NA NA NA NA 134 NA NA NA
"266" 3563 "STATS" 250 1.3 2.60142857142857 "S" 1260 127 NA "Psychology BA" "Program in Entrepreneurship" 3.9 28 29 31 27 29 NA NA NA "M" NA NA "CoE Ctr for Entrepreneurship" "Psychology Department" NA 122 135 135 NA
"267" 3568 "STATS" 250 3.3 3.47777777777778 "S" 386 131 NA NA NA 3.9 30 31 33 31 31 610 710 1320 "F" NA NA NA NA NA 126 NA NA NA
"268" 3576 "STATS" 250 3 3.23090909090909 "S" 386 131 NA NA NA 3.5 24 29 NA NA 24 570 560 1130 "F" NA NA NA NA NA 130 NA NA NA
"269" 3633 "STATS" 250 3.3 3.57205882352941 "S" 1446 134 NA NA NA 3.9 33 33 NA NA 32 680 790 1470 "M" NA NA NA NA NA 134 NA NA NA
"270" 3641 "STATS" 250 3.3 3.18333333333333 "S" 386 135 NA "Evolutionary Anthropology BS" "Biology BS" 3.8 23 28 32 27 28 NA NA NA "F" NA NA "Biology Department" "Anthropology Department" NA 122 135 135 NA
"271" 3661 "STATS" 250 2.3 2.68275862068965 "S" 386 134 NA "German BA" "International Studies BA" 3.7 30 28 31 29 30 NA NA NA "M" NA NA "International Institute" "Germanic Languages & Lit Dept" NA 122 135 135 NA
"272" 3679 "STATS" 250 3 3.42307692307692 "S" 1260 134 NA NA NA 3.9 32 27 31 27 29 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"273" 3684 "STATS" 250 0 3.15740740740741 "S" 386 122 NA NA "Biopsych, Cognit & Neurosci BS" 3.8 34 31 34 28 32 NA NA NA "F" NA NA "Psychology Department" NA NA 118 133 NA NA
"274" 3700 "STATS" 250 3.7 3.46666666666667 "S" 1446 134 NA NA NA 3.9 29 31 29 34 31 NA NA NA "F" NA NA NA NA NA 134 NA NA NA
"275" 3703 "STATS" 250 3.7 3.44545454545455 "S" 386 119 NA NA "Neuroscience BS" 3.93 33 31 33 28 32 NA NA NA "F" NA "G" "Molecular, Cellular, and Developmental Biology" NA NA 118 130 NA NA
"276" 3707 "STATS" 250 3.7 3.51190476190476 "S" 71 135 NA NA NA 4 34 34 32 26 31 730 790 1520 "F" NA "G" NA NA NA 134 NA NA NA
"277" 3710 "STATS" 250 4 3.78545454545455 "S" 1446 134 NA NA NA 3.8 33 32 32 33 33 NA NA NA "F" NA "G" NA NA NA 129 NA NA NA
"278" 3712 "STATS" 250 0 3.51578947368421 "S" 386 122 NA "Screen Arts & Cultures BA" "Political Science BA" 3.7 33 32 27 33 31 670 710 1380 "M" NA NA "Political Science Department" "Screen Arts and Cultures" NA 114 131 131 NA
"279" 3712 "STATS" 250 2.3 3.184375 "S" 386 126 NA "Screen Arts & Cultures BA" "Political Science BA" 3.7 33 32 27 33 31 670 710 1380 "M" NA NA "Political Science Department" "Screen Arts and Cultures" NA 114 131 131 NA
"280" 3713 "STATS" 250 4 3.388 "S" 71 134 NA NA NA 3.9 33 34 31 32 32 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"281" 3750 "STATS" 250 4 3.57234042553192 "S" 386 126 NA NA "Computer Science BS" 3.84 35 36 36 36 36 690 730 1420 "M" NA NA "Program In Computer Science" NA NA 118 131 NA NA
"282" 3767 "STATS" 250 4 3.69438202247191 "S" 386 126 NA NA "Business Administration BBA" 3.7 32 34 NA NA 30 660 760 1420 "M" NA "G" "School of Business Administration" NA NA 122 135 NA NA
"283" 3784 "STATS" 250 1.7 2.78809523809524 "S" 1260 123 NA NA NA 3.8 31 35 36 30 33 NA NA NA "M" NA "G" NA NA NA 122 NA NA NA
"284" 3795 "STATS" 250 3.3 3.65333333333333 "S" 1260 131 NA NA NA 4 30 34 33 31 32 640 730 1370 "F" NA NA NA NA NA 130 NA NA NA
"285" 3796 "STATS" 250 4 3.78148148148148 "S" 71 131 NA NA NA 0 33 30 31 32 31 700 680 1380 "F" NA NA NA NA NA 131 NA NA NA
"286" 3798 "STATS" 250 3 3.25 "S" 386 131 NA NA "Biopsych, Cognit & Neurosci BS" 3.9 33 27 32 25 29 NA NA NA "F" NA NA "Psychology Department" NA NA 122 135 NA NA
"287" 3821 "STATS" 250 3.7 3.36967213114754 "S" 386 135 NA NA NA 3.7 27 24 30 26 27 NA NA NA "F" NA NA NA NA NA 122 NA NA NA
